idx,OPEX,CAPEX,NPV,CF,ciclos,BCR,Ppvinst,C,PinverterBESS,n_ciclos,frac_C,min_spread,alpha,beta,gamma,n_horas_c,n_horas_d
0,2594802.257350693,1130529.5270530507,1464272.7302976423,214745.07220412348,103.16808461677762,2.2952096298754436,1897.8214701793247,502.7512637302487,174.4190103250163,1,0.6346741861440341,0.08341834302615414,4.947271660683663,0.27235064013019017,0.1932568736105426,6,6
1,4053291.3817953723,2037337.9891373003,2015953.392658072,335449.2034921793,0.46758104738154616,1.9895036579137841,3864.2440543259954,504.43395079000373,95.15295458104062,1,0.8802859100581274,0.3251293139029592,3.3630027474353206,0.6269185069474916,0.17185762120852127,4,6
2,2491982.437200776,1101383.9178686696,1390598.5193321062,206235.73410733428,0.46758104738154604,2.262591996098061,1860.6381313999912,502.837667767025,71.53508372008825,2,0.6346448272845274,1.5789625612501865,4.884393479561593,0.5624353150679413,0.4884939347483679,6,6
3,2403933.5797494818,1032978.0932106326,1370955.4865388493,198948.83654228668,193.37938533482276,2.327187377495817,1710.5969571787923,500.0625698780752,89.49877981991402,2,0.6519916918687733,0.048216658328062656,3.774066851069037,0.8899382597634196,0.20264429985219493,4,6
4,1750886.4424051729,839604.8165411018,911281.6258640711,144902.84738668753,0.0,2.0853696976373413,1285.8848855182575,504.23276583671765,119.41961656293316,1,0.6227751550292355,0.33197047312793615,3.229702339995285,0.9135440271239099,0.07751985858611464,4,3
5,4272532.548766863,2314659.9173597265,1957872.631407136,353593.5380356057,0.467581047381546,1.8458575779203157,4468.837528648804,502.20432769844206,63.19273673427885,2,0.8007751320448511,3.7184706288770184,3.232226318824236,0.37530024267652623,0.05451492292854526,5,6
6,544694.5409623102,432632.3219049405,112062.21905736969,45078.76012392971,0.0,1.2590241491064378,417.83311288770267,503.79524163245975,95.8913272744794,1,0.6079419405607758,3.2846665644681003,4.634266522332644,0.9545084619238616,0.5156639961403967,4,3
7,3210951.1614477136,1447111.0455066618,1763840.1159410519,265737.37442059396,0.46758104738154604,2.218869914245936,2608.3755834070544,500.2838349825997,55.454535644098115,1,0.7826692794793978,3.3690136776142636,4.988863011046013,0.9907277809893027,0.03150557619474373,5,6
8,2878366.0820185747,1257946.07338164,1620420.0086369347,238212.73099402862,100.95530359288264,2.2881474356693876,2172.8597263018073,500.1092734162861,173.94380309985308,1,0.6392136810161255,0.08341834302615414,4.620790613595652,0.05266905307964709,0.19571739381548026,4,6
9,1054844.1407445937,598138.3756706626,456705.7650739311,87298.59106858307,0.0,1.763545332736509,784.7709393815212,500.12087884378246,56.616242980092764,2,0.6098107151669838,2.435519046574073,3.215639873843654,0.8967399884137546,0.21699989806020684,3,3
10,3843874.358995695,1847779.5456713769,1996094.8133243183,318117.9122330892,0.467581047381546,2.080266754765408,3458.948115973517,500.7159242540715,94.91638619534467,2,0.8352087327869244,7.690427617152634,3.1641476045216113,0.49050414013778443,0.21779380018949757,5,6
11,4225369.412240244,2257842.7261246555,1967526.686115589,349690.330717942,0.4675810473815461,1.8714188385887431,4309.292650618444,500.9445556405215,217.24285281694608,1,0.6432993330582949,0.27670987749122156,3.2252573353318987,0.062185043017847996,0.19434429782377355,5,4
12,3054461.364426841,1372956.8440842207,1681504.5203426203,252786.32481160865,0.46758104738154616,2.224732246747497,2430.899328837331,503.85220203755483,122.17819205922248,2,0.6427170509414518,3.1214989462995795,4.298590328386041,0.04224971465355204,0.47160333469556315,6,3
13,1791866.992161956,863796.7326382723,928070.2595236836,148294.38564034633,0.0,2.0744081616158727,1315.207613061779,500.9445556405215,217.24285281694608,1,0.6433513124538579,0.27670987749122156,3.229754154939629,0.8117550256576276,0.0789483585859174,5,3
14,2938900.087383477,1308776.5141913104,1630123.5731921666,243222.50748704094,5.453222039192114,2.2455324155930594,2299.949243264281,504.18249020955767,93.67737587621124,1,0.8263223605081788,0.13766904968751748,3.193125111338824,0.023581784788371307,0.49127668276217396,6,6
15,2094667.7858180609,950197.0780188182,1144470.7077992428,173354.090329958,0.46758104738154604,2.204456143125055,1535.4057116435715,500.6115760066312,77.92021531336059,2,0.601153650964565,7.4063764406265555,3.0918652530229225,0.9473487621664652,0.4923663263521363,5,4
16,4860159.024591982,2581056.3586957594,2279102.665896223,402225.33247105544,319.45548099812527,1.8830115848566291,4088.5485554765073,2269.0941327116734,507.7192170477938,2,0.6018791194160178,0.011408428671399129,3.1644634596027266,0.9841869166682009,0.1547624405120977,5,5
17,1320637.6059792186,691484.0246952,629153.5812840186,109295.58013451309,0.0,1.9098598938151086,976.256850030743,504.1968685199293,85.13134122796792,2,0.6427170509414518,3.1214989462995795,4.298590328386041,0.04304764362371511,0.24537067318074246,3,6
18,3353456.399674659,1525469.1713787294,1827987.2282959297,277531.0660538656,0.46758104738154604,2.1983114851438015,2774.9164107957517,500.0240929594985,63.04463433349576,2,0.6090514531200456,2.6181780041949705,3.2413113566008316,0.046827454903682286,0.20264429985219493,6,6
19,908729.2813457411,550192.9456750989,358536.3356706422,75206.16824799462,0.0,1.651655639151662,679.661967468465,500.9352005218358,63.669436683455125,2,0.6281886910447646,0.18332496845274893,3.4203693900216603,0.962552474214188,0.2746205314102214,5,5
20,415975.6833934514,388832.37900182547,27143.30439162592,34426.02530209429,0.0,1.0698072122010664,325.05490410562396,500.94175231979415,96.16099509767925,2,0.6295214476759763,3.3638670162690727,4.307347205033757,0.9309000254371885,0.14607723915693752,5,3
21,2721435.0156772067,1201557.73646634,1519877.2792108667,225225.1620657685,0.46758104738154604,2.2649223862356145,2076.326006486554,500.46396246245286,73.93531405847114,2,0.6414229498893106,7.76637228075926,4.299757862713782,0.07561385672346299,0.1287451914855278,6,3
22,2239732.7742458833,1007639.0310454138,1232093.7432004695,185359.62613754184,0.46758104738154604,2.22275309435184,1647.5056480124074,502.1878855375005,120.44002379784534,2,0.8010086750422794,7.6190719702149945,3.2639169596250954,0.06208536514625035,0.04119395507765715,5,6
23,1581730.6341999436,782307.5714872411,799423.0627127026,130903.5624146345,0.0,2.0218782124183243,1163.9778573608237,500.8219774956829,121.32814319444486,1,0.8177361158546835,7.735655042281993,3.5521529358831163,0.7345961017553457,0.4942361577325149,5,4
24,3115711.193814005,1379335.7339117168,1736375.459902288,257855.34269032208,81.4678080667617,2.2588490366866862,2445.0291636329243,502.7512637302487,122.56401715374953,1,0.6346741861440341,0.08341834302615414,4.985510123862873,0.27235064013019017,0.1932568736105426,6,6
25,694554.3668534725,479910.2539857104,214644.11286776216,57481.115270773415,0.0,1.4472588595161655,525.6650069672303,503.5243038690066,70.99159099694911,2,0.6781981186490231,3.1947485355381717,4.261026726112448,0.6235273924352127,0.29801355449575007,5,6
26,2304927.294167245,1028061.4989213019,1276865.795245943,190755.10544551816,0.46758104738154593,2.242013047454554,1700.0372615401957,500.0625698780752,89.49877981991402,2,0.6531927702853727,6.847115650008392,3.779052313153615,0.8880587413338115,0.20264429985219493,4,6
27,2715059.621762936,1133094.072611088,1581965.549151848,224697.5363391562,350.8514611759501,2.396146699017131,1922.1928716348223,504.2005406921196,95.38673215507009,2,0.8921002704820521,0.007189651820873166,3.375778971784585,0.9586730821162172,0.17200962984990614,6,6
28,318345.3467639238,353738.27036839636,-35392.92360447254,26346.16733625962,0.0,0.8999460149799087,254.7959165316347,500.9445556405215,75.48264131138441,2,0.6429440316998555,0.27670987749122156,3.2313774570327953,0.062440750972653294,0.19441804644561037,5,4
29,2984689.93141409,1336044.6254402862,1648645.3059738039,247012.0615213469,0.46758104738154616,2.233974730021089,2353.294357197629,500.9357282802841,121.03334245526912,2,0.8693686740708793,3.3721303768573456,4.2617182563669305,0.040808343465966776,0.4976575116373937,5,3
30,1129892.0851362918,613885.9328927882,516006.1522435036,93509.53688979603,90.199073649381,1.8405570556275008,807.756971812264,500.0357854635039,100.57588927170339,2,0.6372869005930042,0.08323646658540827,4.276995652320256,0.022900968108660602,0.210243453832548,4,6
31,2887841.1045124205,1282107.6532710649,1605733.4512413556,238996.8810709035,3.027221415135672,2.252417023753519,2246.341106920392,500.33831405793256,86.25111257004768,1,0.822233744289086,0.15115795898097573,3.19347038816798,0.9849672184666434,0.18587444400028055,5,6
32,3129965.4593011164,1406571.6966452578,1723393.7626558586,259035.02151269675,0.4675810473815462,2.2252441640666003,2515.597379755388,500.03278385103386,79.01283521023937,2,0.6297001161156507,6.970670350905026,3.2925143145640132,0.554812406632868,0.4446327107469915,5,3
33,2769670.938158374,1224180.416173987,1545490.5219843867,229217.15283373813,9.773949037692947,2.2624695686724117,2119.853574657701,502.7807466677296,89.92418448893805,2,0.6820211087978831,0.13866087690503348,3.239621601988712,0.021346501113383876,0.25736440716722536,6,6
34,4319530.974312254,2400297.021251297,1919233.9530609571,357483.11392087175,0.4675810473815459,1.7995818584403536,4649.602153516551,504.3702260546061,71.80614921760807,2,0.6469836306143587,2.682617218091585,3.2926610038973885,0.07010832091567665,0.4707581452803531,5,3
35,263575.05975411454,333090.47690649924,-69515.4171523847,21813.39448035392,0.0,0.7913016973706571,215.35295154447385,500.40208154026635,56.70903268622462,1,0.6376743865294467,2.049926772927469,3.4519030246789195,0.9225751957206667,0.2647307906101173,5,3
36,2197139.9723746483,950752.523037182,1246387.4493374662,181834.65837273304,264.1921369086893,2.310948347900122,1535.1433888966444,500.3277769812853,84.34891212724982,2,0.6596123363159557,0.0269325653704775,3.239621601988712,0.9825867339439954,0.2573091510679107,5,6
37,4467643.662255348,2576172.4272589623,1891471.2349963854,369740.87644461833,171.72935907182693,1.734217638145015,4088.5485554765073,2249.383095221199,503.3087907117546,2,0.6064747885176529,0.06524185727566567,3.165118336918035,0.9841869166682009,0.150007062198487,5,5
38,1257513.7779898334,666258.4332047814,591255.344785052,104071.47068224929,0.0,1.8874264329249002,930.6228731162727,500.1569582643669,58.38175995794657,2,0.6352349199207993,3.3421845518348396,4.884393479561593,0.5670871184293425,0.4851038100116995,5,6
39,3976939.7894788766,1962151.8020213165,2014787.9874575601,329130.3681518531,0.4675810473815462,2.026825745786855,3704.5194919403484,500.89844418273617,94.86173581009452,2,0.619331277029314,1.7835160529498215,3.425354852106238,0.9746410455772616,0.5055742917310524,5,6
40,969768.4204055488,577378.6624878012,392389.7579177476,80257.74945713812,0.0,1.6796055750086505,723.5453046138443,500.09430197970426,123.91522239670957,2,0.6131669358652276,2.9506814074064294,4.317892455662182,0.8678316296962866,0.4982709170754783,5,4
41,3878142.8784623807,1879638.0427634038,1998504.8356989769,320953.96483261,0.4675810473815461,2.063239192988889,3518.4092280457726,500.22839134129003,132.08336204449606,2,0.8866622489240477,1.520619756229767,3.1937378493159674,0.995973210236054,0.48752708632835384,5,5
42,3452663.6996514266,1581514.457677275,1871149.2419741517,285741.4330428472,0.46758104738154604,2.183137614007181,2894.040444543918,503.82582232957117,60.76296996928758,2,0.6110110348350527,3.0822316012808226,4.297827929609993,0.555603737617146,0.21984593950836084,5,4
43,3244761.4541763104,1472881.4616060182,1771879.9925702922,268535.50430994364,0.46758104738154604,2.2030024402902377,2647.5048218898637,500.0011075434792,121.5535647521307,1,0.604526664850765,3.6707126981982823,3.8575232829224615,0.7729503379739159,0.4646202017015483,6,6
44,1194668.6697377656,650409.7456598674,544258.9240778981,98870.42799352994,0.0,1.8367939252289724,885.5820354447862,503.76869848791455,95.88627510814247,1,0.6079419405607758,3.419202398608227,4.895652524469307,0.2165016598665374,0.4691481868235788,4,3
45,4372420.581476584,2503727.4098761305,1868693.1716004536,361860.24226549873,0.467581047381546,1.746364466127287,4875.428623341742,500.6780543707588,64.03919078044403,2,0.6081934867688742,3.1380085694585715,3.2421285067472696,0.8607561159873253,0.18553819132753838,6,4
46,3806148.949360181,1711182.3324953269,2094966.6168648542,314995.76841917867,265.50686362039403,2.224280181650704,3149.47508036704,502.91970163075166,155.71667807644408,1,0.676461059023691,0.018822864268814188,3.267163102372802,0.6131046039820522,0.19523944768838825,6,6
47,3325548.429114923,1509349.9528488473,1816198.4762660756,275221.4106125141,0.46758104738154616,2.2032984615914035,2742.050212578415,500.2838349825997,55.454535644098115,1,0.7826692794793978,3.3690136776142636,4.997451408501759,0.9907277809893027,0.03150557619474373,5,6
48,3663874.1883771266,1658179.1458798028,2005695.0424973238,303221.151014874,172.18666241587982,2.209576810491809,3044.1927268266018,502.9954866406327,120.98970690205167,2,0.6395099562357468,0.0624411941038856,3.2910258221373496,0.9936355592212391,0.4452700373350096,5,4
49,4335817.035114321,2430971.1777643417,1904845.8573499792,358830.943526366,0.46758104738154604,1.7835740196236234,4715.76245508327,500.6115760066312,77.92021531336059,2,0.6510924092229974,7.209322753971904,3.0918652530229225,0.981471610135666,0.47075889814029903,5,4
50,650538.7421620452,464644.66439253016,185894.07776951505,53838.39510753413,0.0,1.4000779348506032,493.9562325283009,502.8776923367993,67.8801634425678,1,0.6856103083779206,1.176346598658881,4.63736487663021,0.8515448534399319,0.36992732376213006,5,4
51,3280087.99982757,1485325.951991996,1794762.0478355738,271459.1188455451,0.46758104738154593,2.208328747928081,2688.69815609916,500.0240929594985,63.04463433349576,2,0.6090514531200456,2.6181780041949705,3.2389122279565044,0.08424290532677309,0.15378936000940985,6,6
52,2448590.471488952,1081055.1709140327,1367535.3005749194,202644.62777795317,0.467581047381546,2.2650004711773106,1822.0505314979557,500.31406385222635,55.89167772040198,2,0.6819530606759683,6.162709639274198,3.282649634720759,0.2946587836936417,0.1932235855938333,5,5
53,1627398.5703081237,790221.0503792984,837177.5199288253,134683.02738510875,0.0,2.0594219421603466,1196.812015052595,500.22709640859665,58.463201111994465,1,0.8829016401319998,1.5087445498375187,3.2003192711127983,0.0033603977686754716,0.4966177528840078,3,3
54,3960048.6993096936,1943641.849473663,2016406.8498360307,327732.4664937549,0.46758104738154616,2.0374374529865533,3671.1433598045737,500.2027325558577,70.42095938587516,2,0.6233465667837407,1.7812391078812944,3.553884069166636,0.998199677508814,0.5097013573262077,5,4
55,3411453.5501664886,1557152.9587296383,1854300.5914368504,282330.8931831658,0.467581047381546,2.190827517002332,2843.851435215445,500.03945022626493,59.435525547713205,1,0.8291936503315589,3.6714930913828194,3.224650095565409,0.08083746418490254,0.4734225679451326,5,6
56,609923.3335215033,449833.8777062665,160089.45581523678,50477.07582534023,0.0,1.355885725262721,464.583285104806,500.06517388632415,63.449926724868305,2,0.6027370488170826,2.750928696978423,2.862586722303301,0.3380618915042899,0.49151901820473287,5,3
57,4220710.106382464,2168130.316787611,2052579.7895948528,349304.72793452535,79.47191521242809,1.9467049898716593,4145.0588644753,504.43395079000373,95.54316330321743,1,0.8857810770894223,0.0718759752816931,3.227575191580159,0.9549888906008945,0.13620795239850242,5,6
58,4092743.6973520434,2075412.640874033,2017331.0564780103,338714.2655325859,2.846301346819804,1.9720144402842403,3948.2831350359083,500.1097316870639,94.3372636005741,1,0.6098269255847869,0.15146461011396162,3.307662994235208,0.7558039824336623,0.27618713327731814,5,5
59,4074627.2920683455,2057997.7154531835,2016629.576615162,337214.9571557314,0.46758104738154604,1.9798988412244607,3910.831484600393,500.2023053229006,94.35472605517766,1,0.8802859100581274,0.3251293139029592,3.3630027474353206,0.021721229902686434,0.17185762120852127,5,4
60,352380.93684806005,368490.77501295373,-16109.838164893677,29162.94276853872,0.0,0.9562815699678577,279.25302820864397,500.23481834403793,106.06280734924204,2,0.6261783490345261,3.2794290091112894,4.636603220392739,0.9598012617610701,0.5162983091492915,5,5
61,1471488.3524799785,739159.2503429677,732329.1021370108,121779.94357977482,0.0,1.9907595714958748,1084.7499166565747,502.9135729352074,62.95899267404968,2,0.7657019130212873,3.5235897929403883,3.239621601988712,0.031113161908200904,0.20264429985219493,6,6
62,2809309.829137673,1243437.9972936362,1565871.831844037,232497.6558012868,0.46758104738154604,2.25930833322786,2165.402918816916,500.7159242540715,76.97450614649384,2,0.61965170684799,7.188104288898915,3.0918652530229225,0.49050414013778443,0.4923663263521363,5,4
63,115083.45360303212,286123.3253918599,-171039.87178882782,9524.272797078476,0.0,0.40221625917921816,108.70000133977464,504.4604858879529,72.24285504284143,2,0.6811580339039975,4.756330634801041,3.279877557535676,0.27063055270971287,0.15041000062642806,5,3
64,4131079.5937827607,2107259.1054387228,2023820.488344038,341886.93305424496,14.153840903933938,1.9604041966745644,4023.4143247625284,502.2023091182525,63.094472265953456,2,0.6503004355139023,0.12586952985444408,3.378419564339728,0.6358039380893759,0.05140673696909279,5,6
65,4019563.5265183593,2002995.445198337,2016568.0813200222,332657.8961020942,0.46758104738154604,2.0067761692390373,3791.429749940413,500.93403097017165,98.07637804429282,2,0.8859572441783047,3.0907816069456953,3.2982680762296,0.40351698194824603,0.2976562434165764,5,5
66,1377575.8157291943,724971.4028798405,652604.4128493539,114007.76963924093,0.0,1.9001795246777742,1017.0634833345064,500.90990711253784,217.22782691242168,2,0.6432993330582949,3.472558444577714,3.2252573353318987,0.062185043017847996,0.06596266107904336,5,4
67,3373646.4968887693,1542662.652347936,1830983.8445408333,279201.9925654215,0.467581047381546,2.18689840695506,2798.9665613788443,501.9583081437723,111.3635152953859,2,0.6058141117727781,1.520619756229767,3.21401776361299,0.99826895737176,0.4904419590806624,5,5
68,1671734.0484724448,810245.484136058,861488.5643363867,138352.21852775954,0.0,2.0632438948486924,1228.9233033136418,504.23276583671765,94.78402862391616,1,0.8816035980597898,0.33197047312793615,3.2295550803142836,0.8537861493368849,0.1668883739707343,4,3
69,4291448.85390925,2345192.1505115777,1946256.7033976726,355159.0458896742,0.46758104738154627,1.8298922128718187,4537.808571122018,500.09220523447567,53.54175551312729,1,0.8260240073605843,3.7472744419293402,3.4882193692022425,0.37040920810411904,0.25517645239416104,5,6
70,760381.2047192206,502440.57245855924,257940.6322606614,62928.92502598849,0.0,1.5133754047737378,572.8603122134039,500.0817973244924,82.45357713507946,1,0.6257206923806895,1.6120601426539913,2.253891259929624,0.795383234471649,0.2586547884485713,5,6
71,195261.99357461388,314408.39867974503,-119146.40510513115,16159.82520059694,0.0,0.6210457303130342,166.38651924153532,504.1968685199293,85.13134122796792,2,0.637865685220421,3.1214989462995795,4.287206637047081,0.04304764362371511,0.2455497007628863,6,6
72,4352448.678882741,2464942.854843633,1887505.8240391086,360207.37347658863,0.4675810473815461,1.765740195692628,4786.404121510436,500.19994421028287,88.09642581328933,2,0.626609448796265,3.165226264806646,4.5543296835027975,0.5559435401611211,0.5172495745972638,5,3
73,3816909.5105659035,1832881.2082033255,1984028.302362578,315886.3093020277,0.4675810473815461,2.0824642063450547,3413.669750309101,500.34389425112516,149.3075341637011,2,0.6141351025348026,2.5516622557845388,3.086357897505944,0.995973210236054,0.5085568452423003,5,5
74,823007.988139589,525434.007222224,297573.98091736494,68111.8992158022,0.0,1.5663394010039984,617.9730532563218,500.93403097017165,98.07637804429282,1,0.686048221451163,3.0907816069456953,3.2982680762296,0.7554120055100063,0.1711062838891319,5,6
75,2517586.8760785125,1124163.7185848753,1393423.1574936372,208354.74994369305,0.46758104738154593,2.239519773194346,1883.691635383731,503.85220203755483,174.146738696815,2,0.6427170509414518,4.993235582996542,4.258170558471237,0.04224971465355204,0.47160333469556315,6,3
76,3564687.0718715843,1648943.095889696,1915743.9759818884,295012.4544040391,0.46758104738154604,2.161801144476874,3037.5504060803173,502.8776923367993,67.88870763828825,2,0.8939994876012343,1.176346598658881,4.63736487663021,0.3619820492148674,0.2790735786734879,5,5
77,1984178.1828568934,910626.4688681983,1073551.713988695,164210.0032618643,0.4675810473815462,2.17891556054042,1453.7990361191974,500.1973019250081,65.05066513670359,2,0.6268279547059245,1.9087334399739557,4.717579821104859,0.6418853993936595,0.07918423994361123,5,6
78,1883988.0528115034,889956.8005442733,994031.2522672301,155918.29754525796,0.004852004818997734,2.1169432624811764,1381.465346458951,500.18128401939987,178.00599115172724,2,0.6364385139226124,2.8228465005949817,3.196319253290512,0.38011930653737713,0.14606408837606147,4,6
79,3924381.5063659768,1911440.3577391158,2012941.148626861,324780.6600883461,0.46758104738154616,2.0531017305754715,3603.224762564084,502.9439886732046,60.11582294988937,1,0.8262109729326346,3.734886473460327,3.19347038816798,0.05369002188635147,0.49316135717405024,5,5
